AL2O3%,SIO2%,Working H2O_6
,,4|3|煅烧破碎加工|灰色粉末|成分含量：氧化铝44.66%，二氧化硅26.03%，碳化硅26.08%|西班牙安达卢西亚矿区|签约日期：2018.11.6|定价方式：现货价|无二次结算|计价日期：2018.11.6|型号ZHENGALUCRETE-SC
,,4|3|煅烧破碎加工|灰色粉末|成分含量：氧化铝48.42%，氧化镁49.51%.氧化钙1.3%|西班牙安达卢西亚矿区|签约日期：2019.01.11|定价方式：现货价|无二次结算|计价日期：2019.01.11|型号ZHENGTAG-86/90
,,4|3|煅烧破碎加工|灰色粉末|成分含量：氧化铝57%，二氧化硅23%，氧化钡15%，氧化钙4.94%，氧化铁0.06%|西班牙安达卢西亚矿区|签约日期：2019.1.11|定价方式：现货价|无二次结算|计价日期：2019.01.11|型号ZHENGALUCRETE-FS
,,0|3|天然开采|红褐色颗粒|AL2O3:50.72%FE2O3:10.53%RSIO2:4.19%M:16.59%|印度尼西亚肯达旺矿区|2019年3月29日|现货价|需要二次结算|2019年3月29日|无其他
,,0|3|粉碎、粗选|红褐色颗粒状|AL2O3:47.9%.SIO2:4.9%.FE2O3:19.8%.TIO2:2.8%.L.O.I:24.2%.杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20181226
,,0|3|粉碎、粗选|红褐色颗粒状|AL2O3:48.6%.SIO2:4.5%.FE2O3:18.8%.TIO2:2.8%.L.O.I:24.7%.杂质0.6%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20181226
,,0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.1%.SIO2:4.7%.FE2O3:18%.TIO2:2.9%.L.O.I:24.9%.杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190325
,,0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.2%.SIO2:4.9%.FE2O3:17.4%.TIO2:3%.L.O.I:25.1%.杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20181226
,,0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.6%.SIO2:5%.FE2O3:16.8%.TIO2:2.9%.L.O.I:25.2%.杂质0.5%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190325
,,0|3|粉碎、粗选|红褐色颗粒状|AL2O3:50%.SIO2:4.9%.FE2O3:16.4%.TIO2:3.1%.L.O.I:25.3%.杂质0.3%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20181226
,,0|3|粉碎、粗选|红褐色颗粒状|AL2O3:53.96%.SIO2:10.35%.FE2O3:8.1%.TIO2:2.1%.L.O.I:25.03%.杂质0.46%|澳大利亚 WEIPA矿区|20181226|现货价|不需要二次结算|20181226
,,0|3|粉碎、粗选|红褐色颗粒状|AL2O3:54%.SIO2:10.35%.FE2O3:7.47%.TIO2:2.05%.L.O.I:25.77%.杂质0.36%|澳大利亚 WEIPA矿区|20181226|现货价|不需要二次结算|20181226
,,0|3|粉碎、粗选|红褐色颗粒状|AL2O3:54.29%.SIO2:10.23%.FE2O3:7.5%.TIO2:2.18%.L.O.I:24.99%.杂质0.81%|澳大利亚 WEIPA矿区|20181226|现货价|不需要二次结算|20181226
,,0|3|粉碎、粗选|红褐色颗粒状|AL2O3:54.43%.SIO2:10.29%.FE2O3:7.03%.TIO2:2.26%.L.O.I:25.42%.杂质0.57%|澳大利亚 WEIPA矿区|20181226|现货价|不需要二次结算|20181226
,,0|3|加工方法:高温煅烧 破碎制粉|外观:深红色|成分含量:氧化铝|来源:土耳其德米莱尔矿业|签约日期:2019.3.4|定价方式:现货价|不需二次结算|计价日期:2019.3.4
,,0|3|原矿|红褐色颗粒状|Al2O3:44.38%;SiO2:2.79%;Fe2O3:24.77%;CAO:0.06%|几内亚smb矿区|20190227|现货价|是二次结算|201902
,,0|3|破碎 筛选 水洗|红褐色块状|AL2O3:56.78% FE2O3:6.55% TIO2:2.53% SIO2:8.06% MOISTURE:12.9%|矿山开采 矿区：Weipa. Australia|签约日期：2018.12.24|现货价|不需要二次结算|计价日期：2018.12.24
,,0|3|矿山开采.破碎.筛选.水洗|红褐色块状|AL2O3:56.78%.FE2O3:6.55%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量12.9%
,,0|3|原矿粉碎|灰褐色碎块状|AL2O3:55%|Ranchi矿区|2019.2.25|现货价|不需要二次结算|2019.2.25
,,0|3|原矿粉碎|灰褐色碎块状|AL2O3:55%|Ranchi矿区|2019.03.20|现货价|不需要二次结算|2019.03.20
,,0|3|原矿粉碎|灰褐色碎块状|AL2O3:55%|Ranchi矿区|2019.03.25|现货价|不需要二次结算|2019.03.25
,,0|3|原矿粉碎|灰褐色碎块状|AL2O3:59.26%|Ranchi矿区|2019.3.12|现货价|不需要二次结算|2019.3.12
,,0|3|天然开采|红褐色颗粒|AL2O3：48.1%SIO2：0.25%FE2O3:18.36%LOI:28.96%TIO2：1.68%M:28.95%|所罗门群岛RENNELL ISLAND矿区|2019年4月11日|现货价|需要二次结算|2019年4月11日|无其他
,,0|3|天然开采|红褐色颗粒|AL2O3:40.4%FE2O3:26.75%SIO2:4.86%M:16.05%|马来西亚关丹矿区|2019年4月9日|现货价|需要二次结算|2019年4月9日|无其他
,,0|3|天然开采|红褐色颗粒|AL2O3:48.57%FE2O3:12.03%RSIO2:3.65%M:13.84%|印度尼西亚肯达旺矿区|2019年5月2日|现货价|需要二次结算|2019年5月2日|无其他
,,0|3|天然开采|红褐色颗粒|AL2O3:49.69%FE2O3:11.59%RSIO2:4.11%M:16.96%|印度尼西亚肯达旺矿区|2019年4月26日|现货价|需要二次结算|2019年4月26日|无其他
,,0|3|天然开采|红褐色颗粒|AL2O3:50.77%FE2O3:10.88%R-SIO2:3.84%M:14.43%|印度尼西亚肯达旺矿区|2019年4月11日|现货价|需要二次结算|2019年4月11日|无其他
,,0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.3%.SIO2:4%.FE2O3:18.2%.TIO2:3%.L.O.I:25%.杂质0.5%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190325
,,0|3|粉碎、粗选|红褐色颗粒状|AL2O3:51%.SIO2:4.7%.FE2O3:15.2%.TIO2:3.2%.L.O.I:25.4%.杂质0.5%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190325
,,0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.7%.SIO2:4.3%.FE2O3:17.4%.TIO2:3%.L.O.I:25.2%.杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190325
,,0|3|粉碎、粗选|红褐色颗粒状|AL2O3:48.8%.SIO2:4.6%.FE2O3:18.4%.TIO2:3%.L.O.I:24.8%.杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190325
,,0|3|原矿|红褐色颗粒状|Al2O3:43.61%;SiO2:2.43%;Fe2O3:26.18%;CAO:0.06%|几内亚smb矿区|20190227|现货价|是二次结算|201902
,,0|3|原矿|红褐色颗粒状|Al2O3:44.62%;SiO2:2.67%;Fe2O3:24.9%;CAO:0.06%|几内亚smb矿区|20190307|现货价|是二次结算|201903
,,0|3|原矿|红褐色颗粒状|Al2O3:48.31%;SiO2:3.22%;Fe2O3:12.66%;LOI:25.14%|印度尼西亚的西加里曼丹矿区|20190418|现货价|是二次结算|201904
,,0|3|水洗、破碎|红褐色|AL2O3:56.53%.SIO2:7.94%.FE2O3:6.86%.TIO2:2.47%|WEIPA AUSTRALIA|20190102|现货价|无需二次结算|20190102
,,0|3|矿山开采.破碎.筛选.水洗|红褐色块状|AL2O3:56.94%.FE2O3:6.56%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量11.9%
,,0|3|水洗、破碎|红褐色|AL2O3:57.27%.SIO2:6.38%.FE2O3:5.37%.TIO2:2.51%|WEIPA AUSTRALIA|20190102|现货价|无需二次结算|20190102
,,0|3|矿山开采.破碎.筛选.水洗|红褐色块状|AL2O3:57.27%.FE2O3:5.37%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量12.4%
,,0|3|矿山开采.破碎.筛选.水洗|红褐色块状|AL2O3:56.53%.FE2O3:6.86%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量12.5%
,,0|3|破碎选矿|固定颗粒|57%氧化铝，5%二氧化硅，3.5%二氧化钛，1%氧化钙，22%氧化铁，11.5%烧失量|黑山铝土矿|2019.05.01|现货价|否|2019.05.01
,,"0|3|原矿破碎|灰色块状|AL2O3:56-60%,SiO2：5%max等|土耳其DENIZLI|2019.03.01|现货价|不需要二次结算|2019.03.01"
,,4|3|煅烧破碎加工|灰色粉末|成分含量：氧化铝48.42%，氧化镁49.51%，氧化钙1.3%|西班牙安达卢西亚矿区|签约日期：2019.2.1|定价方式：现货价|无二次结算|计价日期：2019.2.1|型号ZHENGTAG-86/90
,,"4|3|煅烧破碎加工|灰色粉末|成分含量：氧化铝48.42%，氧化镁49.51%,氧化钙1.3%|西班牙安达卢西亚矿区|签约日期：2019.3.4|定价方式：现货价|无二次结算|计价日期：2019.3.4|型号ZHENGTAG-86/90"
,,"4|3|煅烧破碎加工|灰色粉末|成分含量：氧化铝63.8%，氧化钙33.8%,氧化钠1.69%|西班牙安达卢西亚矿区|签约日期：2019.1.11|定价方式：现货价|无二次结算|计价日期：2019.1.11|型号ALUJANG NW"
,,4|3|煅烧破碎加工|灰色粉末|成分含量：氧化铝63.8%，氧化钙33.8%，氧化钠1.69%|西班牙安达卢西亚矿区|签约日期：2019.2.1|定价方式：现货价|无二次结算|计价日期：2019.2.1|型号ALUJANG NW
,,4|3|煅烧破碎加工|灰色粉末|成分含量：氧化铝66.23%，二氧化硅12.3%，氧化钙13.23%|西班牙安达卢西亚矿区|签约日期：2019.3.4|定价方式：现货价|无二次结算|计价日期：2019.3.4|型号ZHENGTAG-XT
,,4|3|煅烧破碎加工|灰色粉末|成分含量：氧化铝66.65%，二氧化硅15.3%，氧化钙15.74%|西班牙安达卢西亚矿区|签约日期：2019.2.1|定价方式：现货价|无二次结算|计价日期：2019.2.1|型号ZHENGLOC-SR
,,4|3|煅烧破碎加工|灰色粉末|成分含量：氧化铝66.65%，二氧化硅15.3%，氧化钙15.74%|西班牙安达卢西亚矿区|签约日期：2019.2.1|定价方式：现货价|无二次结算|计价日期：2019.2.1|型号ZHENGLOC-SR
,,4|3|煅烧破碎加工|灰色粉末|成分含量：氧化铝80.64%二氧化硅17.53%，氧化钾0.58%|西班牙安达卢西亚矿区|签约日期：2019.2.1|定价方式：现货价|无二次结算|计价日期：2019.2.1|型号ZHENG-59
,,4|3|煅烧破碎加工|灰色粉末|成分含量：氧化铝99.6%，二氧化硅0.07%，氧化钠0.31%|西班牙安达卢西亚矿区|签约日期：2019.2.1|定价方式：现货价|无二次结算|计价日期：2019.2.1|型号ZHENGGUN-88
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.7%,SIO2:4.5%,FE2O3:17%,TIO2:3.1%,L.O.I:25.2%,杂质0.5%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190325"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:50.2%,SIO2:5.2%,FE2O3:15.9%,TIO2:3.1%,L.O.I:25.2%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190325"
,,4|3|加工方法：水洗原矿破碎处理|外观：红褐色颗粒|成分含量：总氧化铝47.91% ;总二氧化硅11.50% ;三氧化二铁16.26% ;烧失量24.33%|来源：西澳大利亚美铝矿区|签约日期：2019年1月|定价方式：现货价|不需要二次结算|计价日期：2019年5月
,,0|3|原矿|红褐色颗粒状|Al2O3:44.1%;SiO2:2.41%;Fe2O3:25.86%;CAO:0.06%|几内亚smb矿区|20190307|现货价|是二次结算|201904
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:55.31%,FE2O3:5.89%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量14%"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:56.02%,FE2O3:6.51%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量14.2%"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:56.02%,SIO2:8.39%,FE2O3:6.51%,水:14.2%|WEIPA矿区|20190102|现货价|不需要二次结算|20190102"
,,4|3|煅烧破碎加工|灰色粉末|成分含量：氧化铝66.65%，二氧化硅15.3%，氧化钙15.74%|西班牙安达卢西亚矿区|签约日期：2019.2.1|定价方式：现货价|无二次结算|计价日期：2019.2.1|型号ZHENGLOC-SR
,,4|3|煅烧破碎加工|灰色粉末|成分含量：氧化铝48.42%，氧化镁49.51%，氧化钙1.3%|西班牙安达卢西亚矿区|签约日期：2019.3.21|定价方式：现货价|无二次结算|计价日期：2019.3.21|型号ZHENGTAG-86/90
,,4|3|煅烧破碎加工|灰色粉末|成分含量：氧化铝66.65%，二氧化硅15.3%，氧化钙15.74%|西班牙安达卢西亚矿区|签约日期：2019.3.21|定价方式：现货价|无二次结算|计价日期：2019.3.21|型号ZHENGLOC-SR
,,0|3|天然开采|红褐色颗粒|AL2O3:48.52%Fe2O3:18.88%CaO:0.4%ZnO:0.034%SIO2:0.89%M:18.67%|牙买加West Indies矿区|2019年5月23日|现货价|需要二次结算|2019年5月23日|无其他
,,0|3|天然开采|红褐色颗粒|AL2O3:59.04%FE2O3:20.29%SIO2:3.2%M:9.716%|黑山NIKSIC矿区|2019年6月20日|现货价|需要二次结算|2019年6月20日|无其他
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:48.3%,SIO2:5%,FE2O3:18.8%,TIO2:3%,L.O.I:24.6%,杂质0.3%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190325"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:48.9%,SIO2:4.9%,FE2O3:18.2%,TIO2:2.9%,L.O.I:24.7%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190325"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.3%,SIO2:5%,FE2O3:17.3%,TIO2:2.9%,L.O.I:25.2%,杂质0.3%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190325"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:51%,SIO2:3.9%,FE2O3:15.7%,TIO2:3.1%,L.O.I:25.8%,杂质0.5%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190325"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.2%,SIO2:4.9%,FE2O3:17.5%,TIO2:3%,L.O.I:25%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190325"
,,0|3|水洗原矿破碎处理|红褐色颗粒|总氧化铝Total alumina: 47.12% ;总二氧化硅Total silica:11.50% ;三氧化二铁Fe2O3: 16.26% ;烧失量LOI24.33%；其他为杂质|西澳大利亚美铝矿区|2019年1月|现货价|不需要二次结算|2019年4月
,,0|3|原矿|红褐色颗粒状|Al2O3:44.64%;SiO2:2.28%;Fe2O3:24.78%;CAO:0.06%|几内亚smb矿区|20190307|现货价|是二次结算|201903
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:57.33%,SIO2:6.02%,FE2O3:5.31%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102|含水量13%"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:57.33%,FE2O3:5.31%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量13%"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:57.82%,FE2O3:4.98%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量15.1%"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:57.82%,SIO2:5.11%,FE2O3:4.98%，水:15.1%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102"
,,0|3|天然矿石，土状，结核状|呈黄褐色|三氧化铝AI2O3-31.27%，二氧化硅SiO2-39.45%，氧化铁Fe2O3-10.78%，二氧化钛TiO2-2.44%，氧化镁MgO-0.12%，氧化钾K2O-0.02%，氧化钠Na2O-0.06%|马达加斯加矿区|2019年7月2日|现货价|不需要二次结算|2019年7月2日
,,"0|3|原矿开采，水洗|红褐色颗粒|AL2O3:48.2%,SIO2:3.5%,FE2O3:19.36%，LOI:24.89%,R.SIO2:2.07%|West Kalimantan矿区, Indonesia|2019年2月23日|现货价|不需二次结算|2019年2月23日"
,,0|3|原矿|红褐色颗粒|AL2O3:50.15% RSIO2:4.2%|WEST KALIMANTAN|保税货物无签约日|保税货物无实际成交价格|无|无
,,0|3|天然开采|红褐色颗粒|AL2O3:48.49%Fe2O3:19.05%CaO:0.41%ZnO:0.039%SIO2:0.94%M:18.94%|牙买加圣安矿区|2019年5月23日|现货价|需要二次结算|2019年5月23日|无其他
,,0|3|天然开采|红褐色颗粒|AL2O3:48.72%Fe2O3:18.95%CaO:0.29%ZnO:0.033%SIO2:0.71%M:18.89%|牙买加圣安矿区|2019年8月7日|现货价|需要二次结算|2019年8月7日|无其他
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:47.6%,SIO2:5.9%,FE2O3:19%,TIO2:2.7%,L.O.I:24.3%,杂质0.5%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190723"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:48.5%,SIO2:5.5%,FE2O3:18%,TIO2:2.8%,L.O.I:24.7%,杂质0.5%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190821"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:48.7%,SIO2:4.8%,FE2O3:18.5%,TIO2:2.8%,L.O.I:24.8%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190723"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.3%,SIO2:4.6%,FE2O3:17.5%,TIO2:2.9%,L.O.I:25.3%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190325"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:51%,SIO2:4.5%,FE2O3:15%,TIO2:3.2%,L.O.I:25.9%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190821"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:56.36%%,SIO2:6.56%,FE2O3:5.17%,水14.7%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:56.36%,FE2O3:5.17%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量14.7%"
,,0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:56.55% SIO2:6.37%  FE203:5.12%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量14.5%
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:56.55%,FE2O3:5.12%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量14.5%"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:57.19%,FE2O3:5.02%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量14.6%"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:57.41%,FE2O3:4.98%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量14.3%"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:57.41%,SIO2:5.4%,FE2O3:4.98%,水14.3%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102"
,,0|3|天然开采|红褐色颗粒|AL2O3:48.8%Fe2O3:19.2%CaO:0.49%ZnO:0.041%SIO2:1.14%M:18.85%|牙买加圣安矿区|2019年8月14日|现货价|需要二次结算|2019年8月14日|无其他
,,"4|3|直接开采|块状| Al2O3, 45%, Sio2, 25%, Fe2O3, 8%, 其他32%|Madden|2019/7/21|样品价|否|2019/7/21"
,,0|3|天然开采|红色颗粒|AL2O3:47.75%Fe2O3:17.85%RSIO2:3.47%SIO2:7.81%M:15.82%|印度尼西亚塔杨矿区|2019年6月30日|现货价|需要二次结算|2019年6月30日|无其他
,,0|3|粉碎精选|灰色，粉块粒|AL2O3:64.15% SIO2:1.45%FE2O3:0.61% TI02:2.21% L.O.I:31.58%|圭亚那|2019-05-13|现货价|不需要二次结算|2019-05-13
,,0|3|开采 破碎|褐色2mm-40mm土石状矿物|三氧化二铝50%，二氧化硅15%，氧化钛5%，氧化镁8%，氧化钙22%|菲律宾萨马尔岛铝土矿|2019-9-20|现货价|不需要二次结算|2019-9-20
,,4|3|天然|红褐色颗粒状|Al2O3:47% Sio2:2%|Boke|样品，不适用|样品，不适用|无需二次结算|样品，不适用|无CAS|无需报
,,"0|3|破碎，研磨，煅烧|灰白色|AL2O3:88.41%,SIO2:7.3%,TIO2:2.8%,FE2O3:1.16%,MGO:0.04%,CAO:0.01%,K2O:0.03%,NA2O:0.01%,P2O5:0.06%|东蒙哥马利矿山EAST MONTGOMERY MINE|2019-08-20|现货价|不需要二次结算|2019-08-20"
,,"0|3|破碎，研磨，煅烧|灰白色|AL2O3:88.41%,SIO2:7.3%,TIO2:2.8%,FE2O3:1.16%,MGO:0.04%,CAO:0.01%,K2O:0.03%,NA2O:0.01%,P2O5:0.06%|东蒙哥马利矿山EAST MONTGOMERY MINE|2019-08-20|现货价|不需要二次结算|2019-08-20"
,,0|3|天然开采|红褐色颗粒|AL2O3:50%Fe2O3:19.17%CaO:0.44%ZnO:0.041%SIO2:0.75%M:19.01%|牙买加圣安矿区|2019年8月7日|现货价|需要二次结算|2019年8月7日|无其他
,,"0|3|加工方法：粉碎、粗选|外观：红褐色颗粒状|51.2%,氧化铝，4.3%二氧化硅，15%三氧化二铁，3.2%总硅，25.9%灼减，杂质0.4%|来源：印度GUJARAT邦|2019.08.15|定价方式：现货价|不需要二次结算|2019.08.15"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:48.7%,SIO2:4.8%,FE2O3:18.4%,TIO2:2.8%,L.O.I:24.9%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190723"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:51.2%,SIO2:4.3%,FE2O3:15%,TIO2:3.2%,L.O.I:25.9%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190723"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.3%,SIO2:4.5%,FE2O3:17.8%,TIO2:2.9%,L.O.I:25%,杂质0.5%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190905"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:48.2%,SIO2:5.5%,FE2O3:18.7%,TIO2:2.8%,L.O.I:24.4%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190912"
,,0|3|原矿|红褐色颗粒状|Al2O3:47.51%;SiO2:3.63%;Fe2O3:12.06%;LOI:25.12%|印度尼西亚的西加里曼丹矿区|20190717|现货价|是二次结算|201907
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:56.41%,FE2O3:5.21%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量14.1%"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:57.19%%,SIO2:5.75%,FE2O3:5.02%,水14.6%|WEIPA矿区|20190102|现货价|不需要二次结算|20190102"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:57.01%,FE2O3:5.06%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量14.4%"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:56.21%,SIO2:7.13%,FE2O3:5.34%，水:14.9%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102"
,,"0|3|矿山开采，破碎，筛选，水洗|红褐色块状|AL2O3:57.01%,SIO2:5.96%,FE2O3:5.06%，水:14.4%|WEIPA 矿区|20190102|现货价|不需要二次结算|20190102"
,,"0|3|矿山开采,破碎,筛选,水洗|红褐色块状|AL2O3:56.21%,FE2O3:5.34%|WEIPA矿区|2019年1月2日|现货价|不需要二次结算|2019年1月2日|含水量14.9%"
,,0|3|天然开采|红褐色颗粒|AL2O3:49%Fe2O3:18.9%CaO:0.3%ZnO:0.044%SIO2:1.42%M:19.15%|牙买加圣安矿区|2019年8月14日|现货价|需要二次结算|2019年8月14日|无其他
,,"0|3|原矿破碎|灰色块状|AL2O3:56-60%MIN,SiO2：5%max等|土耳其DENIZLI|2019.08.05|现货价|不需要二次结算|2019.08.05"
,,4|3|加工方法：简单破碎|外观：块状及粉末|成分含量：75%氧化铝，15%二氧化硅，7%氧化锰，3%杂质|来源[矿区名称]：Langkawi island |签约日期：2019年8月1日|定价方式[公式定价、现货价]：现货价 |是否需要二次结算：否|计价日期：2019年8月1日
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.2%,SIO2:4.9%,FE2O3:17.6%,TIO2:2.9%,L.O.I:25%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190723"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.6%,SIO2:4.8%,FE2O3:16.9%,TIO2:2.9%,L.O.I:25.4%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190723"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.4%,SIO2:4.9%,FE2O3:17.3%,TIO2:2.9%,L.O.I:25.1%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190924"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:48.6%,SIO2:4.8%,FE2O3:18.8%,TIO2:2.8%,L.O.I:24.6%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20191021"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:49.3%,SIO2:5.2%,FE2O3:17.2%,TIO2:2.9%,L.O.I:25%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190723"
,,"0|3|粉碎、粗选|红褐色颗粒状|AL2O3:48.6%,SIO2:5.1%,FE2O3:18.3%,TIO2:2.9%,L.O.I:24.7%,杂质0.4%|澳大利亚 GOVE矿区|20181205|现货价|不需要二次结算|20190723"
,,0|3|露天开采破碎水洗|天然粉红色粉末|Al2O3：53.74%、SiO2:9.88%、Fe2O3：9.9%、水份：12.7%|来源：澳大利亚，韦帕|签约日期：2017.12.5|现货价|不需要二次结算|非公式定价，无具体计价日期|数量为干重
,,0|3|露天开采破碎水洗|天然粉红色粉末|Al2O3：49%、SiO2:4.8%、Fe2O3:17.8%、水份：10%|来源：澳大利亚，戈夫|签约日期2019.2.2|现货价|不需要二次结算|非公式定价，无具体计价日期|数量为干重
,,0|3|露天开采破碎水洗|天然粉红色粉末|Al2O3：51.4%、SiO2:6.43%、Fe2O3:13.18%、水份：14.8%|来源：澳大利亚，韦帕|签约日期2016.10.18|现货价|不需要二次结算|非公式定价，无具体计价日期|数量为干重
,,0|3|天然开采|外观：粉红色粉末状|成分含量：氧化铝48.90%，其他杂质51.1%|Boulevard|2019-9-26|现货价|不需要二次结算|2019-9-26
