,,Day,Date,NAX,SAX,WA CIF VAT incl.,,Date,WA CIF VAT INCL.,USD: RMB,Australia (FOB WA),WA CIF RMB/t
HARD CODE VALUES,," 3,075 ",28-Dec-11,"2,609","2,570"," 2,535 ",,11/8/2011,444,6.3247,," 2,805.76 "
HARD CODE VALUES,," 3,074 ",29-Dec-11,"2,634","2,570"," 2,536 ",,11/9/2011,442,6.3207,," 2,796.65 "
HARD CODE VALUES,," 3,073 ",30-Dec-11,"2,634","2,570"," 2,530 ",,11/10/2011,441,6.3329,," 2,794.46 "
HARD CODE VALUES,," 3,068 ",04-Jan-12,"2,629","2,550"," 2,508 ",,11/11/2011,438,6.3317,," 2,771.73 "
HARD CODE VALUES,," 3,067 ",05-Jan-12,"2,632","2,540"," 2,512 ",,11/14/2011,433,6.3301,," 2,741.43 "
HARD CODE VALUES,," 3,066 ",06-Jan-12,"2,615","2,540"," 2,514 ",,11/15/2011,433,6.3436,," 2,747.08 "
HARD CODE VALUES,," 3,063 ",09-Jan-12,"2,609","2,530"," 2,532 ",,11/16/2011,433,6.3509,," 2,750.14 "
HARD CODE VALUES,," 3,062 ",10-Jan-12,"2,609","2,530"," 2,537 ",,11/17/2011,432,6.3553,," 2,744.55 "
HARD CODE VALUES,," 3,061 ",11-Jan-12,"2,612","2,530"," 2,550 ",,11/18/2011,431,6.3548,," 2,736.90 "
HARD CODE VALUES,," 3,060 ",12-Jan-12,"2,612","2,530"," 2,553 ",,11/21/2011,430,6.3522,," 2,728.39 "
HARD CODE VALUES,," 3,059 ",13-Jan-12,"2,613","2,530"," 2,582 ",,11/22/2011,428,6.3555,," 2,722.32 "
HARD CODE VALUES,," 3,056 ",16-Jan-12,"2,625","2,530"," 2,587 ",,11/23/2011,427,6.3498,," 2,712.53 "
HARD CODE VALUES,," 3,055 ",17-Jan-12,"2,625","2,530"," 2,584 ",,11/24/2011,427,6.357,," 2,715.50 "
HARD CODE VALUES,," 3,054 ",18-Jan-12,"2,621","2,530"," 2,583 ",,11/25/2011,424,6.3554,," 2,696.25 "
HARD CODE VALUES,," 3,053 ",19-Jan-12,"2,621","2,530"," 2,589 ",,11/28/2011,420,6.3585,," 2,671.49 "
HARD CODE VALUES,," 3,052 ",20-Jan-12,"2,621","2,530"," 2,587 ",,11/29/2011,417,6.3587,," 2,649.25 "
HARD CODE VALUES,," 3,042 ",30-Jan-12,"2,629","2,540"," 2,621 ",,11/30/2011,414,6.3482,," 2,630.17 "
HARD CODE VALUES,," 3,041 ",31-Jan-12,"2,630","2,550"," 2,623 ",,12/1/2011,413,6.3353,," 2,617.59 "
HARD CODE VALUES,," 3,039 ",02-Feb-12,"2,630","2,550"," 2,629 ",,12/2/2011,413,6.331,," 2,615.88 "
HARD CODE VALUES,," 3,038 ",03-Feb-12,"2,628","2,550"," 2,630 ",,12/5/2011,413,6.3349,," 2,617.44 "
HARD CODE VALUES,," 3,037 ",04-Feb-12,"2,632","2,550",#N/A,,12/6/2011,413,6.3334,," 2,616.84 "
HARD CODE VALUES,," 3,036 ",05-Feb-12,"2,639","2,550",#N/A,,12/7/2011,412,6.3334,," 2,609.43 "
HARD CODE VALUES,," 3,035 ",06-Feb-12,"2,627","2,550"," 2,630 ",,12/8/2011,412,6.3319,," 2,608.83 "
HARD CODE VALUES,," 3,034 ",07-Feb-12,"2,627","2,550"," 2,630 ",,12/9/2011,408,6.3352,," 2,587.91 "
HARD CODE VALUES,," 3,032 ",09-Feb-12,"2,637","2,550"," 2,626 ",,12/12/2011,407,6.3297,," 2,578.33 "
HARD CODE VALUES,," 3,031 ",10-Feb-12,"2,635","2,550"," 2,605 ",,12/13/2011,410,6.3359,," 2,595.60 "
HARD CODE VALUES,," 3,028 ",13-Feb-12,"2,632","2,550"," 2,604 ",,12/14/2011,410,6.3396,," 2,597.06 "
HARD CODE VALUES,," 3,027 ",14-Feb-12,"2,617","2,550"," 2,587 ",,12/15/2011,405,6.3412,," 2,568.01 "
HARD CODE VALUES,," 3,026 ",15-Feb-12,"2,614","2,525"," 2,594 ",,12/16/2011,403,6.3352,," 2,550.85 "
HARD CODE VALUES,," 3,025 ",16-Feb-12,"2,617","2,520"," 2,596 ",,12/19/2011,403,6.3303,," 2,548.94 "
HARD CODE VALUES,," 3,024 ",17-Feb-12,"2,604","2,520"," 2,616 ",,12/20/2011,401,6.3351,," 2,543.39 "
HARD CODE VALUES,," 3,021 ",20-Feb-12,"2,604","2,520"," 2,616 ",,12/21/2011,401,6.3248,," 2,539.41 "
HARD CODE VALUES,," 3,020 ",21-Feb-12,"2,615","2,520"," 2,617 ",,12/22/2011,401,6.3253,," 2,539.60 "
HARD CODE VALUES,," 3,019 ",22-Feb-12,"2,611","2,520"," 2,618 ",,12/23/2011,402,6.3209,," 2,537.89 "
HARD CODE VALUES,," 3,018 ",23-Feb-12,"2,610","2,520"," 2,619 ",,12/26/2011,402,6.3167,," 2,536.27 "
HARD CODE VALUES,," 3,017 ",24-Feb-12,"2,615","2,520"," 2,617 ",,12/27/2011,402,6.3152,," 2,535.69 "
HARD CODE VALUES,," 3,014 ",27-Feb-12,"2,617","2,520"," 2,618 ",,12/28/2011,402,6.3146,," 2,535.46 "
HARD CODE VALUES,," 3,013 ",28-Feb-12,"2,617","2,520"," 2,617 ",,12/29/2011,402,6.3157,," 2,535.88 "
HARD CODE VALUES,," 3,012 ",29-Feb-12,"2,618","2,520"," 2,615 ",,12/30/2011,402,6.3009,," 2,530.15 "
HARD CODE VALUES,," 3,011 ",01-Mar-12,"2,624","2,530"," 2,651 ",,1/4/2012,398,6.3001,," 2,507.73 "
HARD CODE VALUES,," 3,010 ",02-Mar-12,"2,635","2,540"," 2,672 ",,1/5/2012,398,6.3115,," 2,512.10 "
HARD CODE VALUES,," 3,007 ",05-Mar-12,"2,639","2,550"," 2,692 ",,1/6/2012,398,6.3166,," 2,514.06 "
HARD CODE VALUES,," 3,006 ",06-Mar-12,"2,625","2,550"," 2,693 ",,1/9/2012,400,6.3247,," 2,531.96 "
HARD CODE VALUES,," 3,005 ",07-Mar-12,"2,625","2,550"," 2,681 ",,1/10/2012,402,6.3177,," 2,536.64 "
HARD CODE VALUES,," 3,004 ",08-Mar-12,"2,625","2,550"," 2,660 ",,1/11/2012,404,6.3151,," 2,550.44 "
HARD CODE VALUES,," 3,003 ",09-Mar-12,"2,625","2,550"," 2,653 ",,1/12/2012,404,6.3226,," 2,553.36 "
HARD CODE VALUES,," 3,000 ",12-Mar-12,"2,619","2,550"," 2,654 ",,1/13/2012,409,6.3208,," 2,582.21 "
HARD CODE VALUES,," 2,999 ",13-Mar-12,"2,638","2,550"," 2,653 ",,1/16/2012,409,6.3317,," 2,586.53 "
HARD CODE VALUES,," 2,998 ",14-Mar-12,"2,633","2,560"," 2,656 ",,1/17/2012,409,6.3261,," 2,584.30 "
HARD CODE VALUES,," 2,997 ",15-Mar-12,"2,623","2,560"," 2,650 ",,1/18/2012,409,6.3216,," 2,582.55 "
HARD CODE VALUES,," 2,996 ",16-Mar-12,"2,648","2,565"," 2,644 ",,1/19/2012,410,6.3184,," 2,588.68 "
HARD CODE VALUES,," 2,993 ",19-Mar-12,"2,658","2,560"," 2,639 ",,1/20/2012,410,6.3149,," 2,587.29 "
HARD CODE VALUES,," 2,992 ",20-Mar-12,"2,643","2,560"," 2,637 ",,1/30/2012,416,6.3059,," 2,620.63 "
HARD CODE VALUES,," 2,991 ",21-Mar-12,"2,673","2,560"," 2,654 ",,1/31/2012,416,6.3123,," 2,623.17 "
HARD CODE VALUES,," 2,990 ",22-Mar-12,"2,658","2,570"," 2,651 ",,2/1/2012,417,6.3110,," 2,630.07 "
HARD CODE VALUES,," 2,989 ",23-Mar-12,"2,653","2,570"," 2,646 ",,2/2/2012,417,6.3076,," 2,628.68 "
HARD CODE VALUES,," 2,986 ",26-Mar-12,"2,662","2,570"," 2,623 ",,2/3/2012,417,6.3105,," 2,629.87 "
HARD CODE VALUES,," 2,985 ",27-Mar-12,"2,662","2,585"," 2,633 ",,2/6/2012,417,6.3119,," 2,630.41 "
HARD CODE VALUES,," 2,984 ",28-Mar-12,"2,662","2,585"," 2,636 ",,2/7/2012,417,6.3117,," 2,630.34 "
HARD CODE VALUES,," 2,983 ",29-Mar-12,"2,678","2,600"," 2,637 ",,2/8/2012,417,6.3028,," 2,626.74 "
HARD CODE VALUES,," 2,982 ",30-Mar-12,"2,678","2,600"," 2,648 ",,2/9/2012,417,6.3017,," 2,626.30 "
HARD CODE VALUES,," 2,976 ",05-Apr-12,"2,692","2,605"," 2,644 ",,2/10/2012,414,6.2943,," 2,604.94 "
HARD CODE VALUES,," 2,975 ",06-Apr-12,"2,690","2,600"," 2,646 ",,2/13/2012,414,6.2929,," 2,604.35 "
HARD CODE VALUES,," 2,972 ",09-Apr-12,"2,692","2,600"," 2,644 ",,2/14/2012,411,6.2945,," 2,586.59 "
HARD CODE VALUES,," 2,971 ",10-Apr-12,"2,687","2,615"," 2,645 ",,2/15/2012,412,6.2958,," 2,594.47 "
HARD CODE VALUES,," 2,970 ",11-Apr-12,"2,688","2,615"," 2,644 ",,2/16/2012,412,6.2991,," 2,595.78 "
HARD CODE VALUES,," 2,969 ",12-Apr-12,"2,700","2,615"," 2,642 ",,2/17/2012,416,6.2951,," 2,616.29 "
HARD CODE VALUES,," 2,968 ",13-Apr-12,"2,700","2,615"," 2,638 ",,2/20/2012,416,6.2938,," 2,615.76 "
HARD CODE VALUES,," 2,965 ",16-Apr-12,"2,701","2,615"," 2,641 ",,2/21/2012,416,6.296,," 2,616.65 "
HARD CODE VALUES,," 2,964 ",17-Apr-12,"2,700","2,615"," 2,639 ",,2/22/2012,416,6.2988,," 2,617.77 "
HARD CODE VALUES,," 2,963 ",18-Apr-12,"2,700","2,625"," 2,641 ",,2/23/2012,416,6.3031,," 2,619.50 "
HARD CODE VALUES,," 2,962 ",19-Apr-12,"2,705","2,625"," 2,651 ",,2/24/2012,416,6.2965,," 2,616.85 "
HARD CODE VALUES,," 2,961 ",20-Apr-12,"2,705","2,625"," 2,652 ",,2/27/2012,416,6.2985,," 2,617.65 "
HARD CODE VALUES,," 2,958 ",23-Apr-12,"2,703","2,625"," 2,649 ",,2/28/2012,416,6.2961,," 2,616.69 "
HARD CODE VALUES,," 2,957 ",24-Apr-12,"2,718","2,625"," 2,650 ",,2/29/2012,416,6.2919,," 2,615.00 "
HARD CODE VALUES,," 2,956 ",25-Apr-12,"2,718","2,625"," 2,647 ",,3/1/2012,421,6.3016,," 2,651.01 "
HARD CODE VALUES,," 2,955 ",26-Apr-12,"2,718","2,625"," 2,643 ",,3/2/2012,424,6.298,," 2,671.66 "
HARD CODE VALUES,," 2,954 ",27-Apr-12,"2,706","2,625"," 2,642 ",,3/5/2012,427,6.3121,," 2,692.19 "
HARD CODE VALUES,," 2,949 ",02-May-12,"2,706","2,625"," 2,630 ",,3/6/2012,427,6.3141,," 2,693.01 "
HARD CODE VALUES,," 2,948 ",03-May-12,"2,724","2,635"," 2,631 ",,3/7/2012,424,6.3213,," 2,681.18 "
HARD CODE VALUES,," 2,947 ",04-May-12,"2,721","2,635"," 2,639 ",,3/8/2012,421,6.3235,," 2,659.88 "
HARD CODE VALUES,," 2,944 ",07-May-12,"2,721","2,635"," 2,645 ",,3/9/2012,421,6.3073,," 2,653.32 "
HARD CODE VALUES,," 2,943 ",08-May-12,"2,725","2,640"," 2,642 ",,3/12/2012,419,6.3282,," 2,654.38 "
HARD CODE VALUES,," 2,942 ",09-May-12,"2,725","2,640"," 2,645 ",,3/13/2012,419,6.3259,," 2,653.45 "
HARD CODE VALUES,," 2,941 ",10-May-12,"2,725","2,640"," 2,648 ",,3/14/2012,419,6.3328,," 2,656.23 "
HARD CODE VALUES,," 2,940 ",11-May-12,"2,737","2,640"," 2,648 ",,3/15/2012,418,6.3359,," 2,650.07 "
HARD CODE VALUES,," 2,937 ",14-May-12,"2,728","2,645"," 2,652 ",,3/16/2012,418,6.32,," 2,643.67 "
HARD CODE VALUES,," 2,936 ",15-May-12,"2,717","2,645"," 2,644 ",,3/19/2012,418,6.3082,," 2,638.92 "
HARD CODE VALUES,," 2,935 ",16-May-12,"2,717","2,645"," 2,648 ",,3/20/2012,418,6.3029,," 2,636.79 "
HARD CODE VALUES,," 2,934 ",17-May-12,"2,717","2,645"," 2,649 ",,3/21/2012,421,6.3092,," 2,654.09 "
HARD CODE VALUES,," 2,933 ",18-May-12,"2,713","2,645"," 2,648 ",,3/22/2012,421,6.3004,," 2,650.53 "
HARD CODE VALUES,," 2,930 ",21-May-12,"2,705","2,645"," 2,644 ",,3/23/2012,421,6.2891,," 2,645.95 "
HARD CODE VALUES,," 2,929 ",22-May-12,"2,707","2,645"," 2,668 ",,3/26/2012,417,6.2858,," 2,622.55 "
HARD CODE VALUES,," 2,928 ",23-May-12,"2,707","2,645"," 2,674 ",,3/27/2012,419,6.284,," 2,632.86 "
HARD CODE VALUES,," 2,927 ",24-May-12,"2,707","2,645"," 2,675 ",,3/28/2012,419,6.2912,," 2,635.76 "
HARD CODE VALUES,," 2,926 ",25-May-12,"2,707","2,645"," 2,676 ",,3/29/2012,419,6.2932,," 2,636.57 "
HARD CODE VALUES,," 2,923 ",28-May-12,"2,698","2,630"," 2,675 ",,3/30/2012,421,6.2943,," 2,648.06 "
HARD CODE VALUES,," 2,922 ",29-May-12,"2,690","2,615"," 2,654 ",,05/04/2012,420,6.3035,," 2,644.41 "
HARD CODE VALUES,," 2,921 ",30-May-12,"2,690","2,615"," 2,655 ",,06/04/2012,420,6.3072,," 2,645.90 "
HARD CODE VALUES,," 2,920 ",31-May-12,"2,679","2,610"," 2,657 ",,09/04/2012,420,6.3021,," 2,643.84 "
HARD CODE VALUES,," 2,919 ",01-Jun-12,"2,688","2,610"," 2,648 ",,10/04/2012,420,6.3048,," 2,644.93 "
HARD CODE VALUES,," 2,916 ",04-Jun-12,"2,688","2,600"," 2,647 ",,11/04/2012,420,6.3018,," 2,643.72 "
HARD CODE VALUES,," 2,915 ",05-Jun-12,"2,683","2,600"," 2,645 ",,12/04/2012,420,6.2984,," 2,642.35 "
HARD CODE VALUES,," 2,914 ",06-Jun-12,"2,675","2,600"," 2,646 ",,13/04/2012,420,6.2879,," 2,638.11 "
HARD CODE VALUES,," 2,913 ",07-Jun-12,"2,686","2,600"," 2,642 ",,16/04/2012,420,6.296,," 2,641.38 "
HARD CODE VALUES,," 2,912 ",08-Jun-12,"2,678","2,600"," 2,643 ",,17/04/2012,420,6.2896,," 2,638.80 "
HARD CODE VALUES,," 2,909 ",11-Jun-12,"2,678","2,600"," 2,628 ",,18/04/2012,420,6.2948,," 2,640.90 "
HARD CODE VALUES,," 2,908 ",12-Jun-12,"2,678","2,600"," 2,633 ",,19/04/2012,421,6.3004,," 2,650.53 "
HARD CODE VALUES,," 2,907 ",13-Jun-12,"2,661","2,600"," 2,621 ",,20/04/2012,421,6.3042,," 2,652.07 "
HARD CODE VALUES,," 2,906 ",14-Jun-12,"2,664","2,590"," 2,606 ",,23/04/2012,421,6.297,," 2,649.15 "
HARD CODE VALUES,," 2,905 ",15-Jun-12,"2,664","2,590"," 2,595 ",,24/04/2012,421,6.3003,," 2,650.49 "
HARD CODE VALUES,," 2,902 ",18-Jun-12,"2,657","2,580"," 2,592 ",,25/04/2012,421,6.2923,," 2,647.25 "
HARD CODE VALUES,," 2,901 ",19-Jun-12,"2,657","2,580"," 2,592 ",,26/04/2012,421,6.2829,," 2,643.44 "
HARD CODE VALUES,," 2,900 ",20-Jun-12,"2,647","2,565"," 2,592 ",,27/04/2012,421,6.2787,," 2,641.74 "
HARD CODE VALUES,," 2,899 ",21-Jun-12,"2,647","2,560"," 2,593 ",,02/05/2012,420,6.267,," 2,629.67 "
HARD CODE VALUES,," 2,895 ",25-Jun-12,"2,654","2,560"," 2,600 ",,03/05/2012,420,6.2697,," 2,630.76 "
HARD CODE VALUES,," 2,894 ",26-Jun-12,"2,654","2,560"," 2,563 ",,04/05/2012,421,6.2721,," 2,639.07 "
HARD CODE VALUES,," 2,893 ",27-Jun-12,"2,634","2,560"," 2,528 ",,07/05/2012,421,6.2858,," 2,644.62 "
HARD CODE VALUES,," 2,892 ",28-Jun-12,"2,622","2,560"," 2,529 ",,08/05/2012,421,6.2804,," 2,642.43 "
HARD CODE VALUES,," 2,891 ",29-Jun-12,"2,622","2,560"," 2,531 ",,09/05/2012,421,6.2865,," 2,644.90 "
HARD CODE VALUES,," 2,888 ",02-Jul-12,"2,622","2,560"," 2,538 ",,10/05/2012,421,6.2941,," 2,647.98 "
HARD CODE VALUES,," 2,887 ",03-Jul-12,"2,620","2,540"," 2,539 ",,11/05/2012,421,6.2952,," 2,648.42 "
HARD CODE VALUES,," 2,886 ",04-Jul-12,"2,606","2,540"," 2,537 ",,14/05/2012,421,6.304,," 2,651.99 "
HARD CODE VALUES,," 2,885 ",05-Jul-12,"2,606","2,540"," 2,540 ",,15/05/2012,419,6.311,," 2,643.74 "
HARD CODE VALUES,," 2,884 ",06-Jul-12,"2,606","2,515"," 2,549 ",,16/05/2012,419,6.3205,," 2,647.57 "
HARD CODE VALUES,," 2,881 ",09-Jul-12,"2,614","2,515"," 2,549 ",,17/05/2012,419,6.3233,," 2,648.70 "
HARD CODE VALUES,," 2,880 ",10-Jul-12,"2,603","2,525"," 2,570 ",,18/05/2012,419,6.3209,," 2,647.73 "
HARD CODE VALUES,," 2,879 ",11-Jul-12,"2,603","2,525"," 2,570 ",,21/05/2012,419,6.3116,," 2,643.99 "
HARD CODE VALUES,," 2,878 ",12-Jul-12,"2,603","2,525"," 2,570 ",,22/05/2012,423,6.3077,," 2,668.24 "
HARD CODE VALUES,," 2,877 ",13-Jul-12,"2,602","2,545"," 2,572 ",,23/05/2012,423,6.3208,," 2,673.58 "
HARD CODE VALUES,," 2,874 ",16-Jul-12,"2,602","2,540"," 2,577 ",,24/05/2012,423,6.3247,," 2,675.16 "
HARD CODE VALUES,," 2,873 ",17-Jul-12,"2,612","2,540"," 2,576 ",,25/05/2012,423,6.326,," 2,675.69 "
HARD CODE VALUES,," 2,872 ",18-Jul-12,"2,603","2,545"," 2,575 ",,28/05/2012,423,6.3236,," 2,674.72 "
HARD CODE VALUES,," 2,871 ",19-Jul-12,"2,603","2,545"," 2,567 ",,29/05/2012,419,6.3262,," 2,653.57 "
HARD CODE VALUES,," 2,870 ",20-Jul-12,"2,603","2,545"," 2,566 ",,30/05/2012,419,6.3297,," 2,654.98 "
HARD CODE VALUES,," 2,867 ",23-Jul-12,"2,608","2,545"," 2,565 ",,31/05/2012,419,6.3355,," 2,657.32 "
HARD CODE VALUES,," 2,866 ",24-Jul-12,"2,606","2,545"," 2,568 ",,01/06/2012,418,6.3308,," 2,648.02 "
HARD CODE VALUES,," 2,865 ",25-Jul-12,"2,612","2,545"," 2,594 ",,04/06/2012,418,6.3276,," 2,646.73 "
HARD CODE VALUES,," 2,864 ",26-Jul-12,"2,612","2,550"," 2,592 ",,05/06/2012,418,6.3225,," 2,644.68 "
HARD CODE VALUES,," 2,863 ",27-Jul-12,"2,612","2,550"," 2,601 ",,06/06/2012,418,6.3261,," 2,646.13 "
HARD CODE VALUES,," 2,860 ",30-Jul-12,"2,612","2,550"," 2,600 ",,07/06/2012,418,6.317,," 2,642.47 "
HARD CODE VALUES,," 2,859 ",31-Jul-12,"2,612","2,550"," 2,600 ",,08/06/2012,418,6.3188,," 2,643.19 "
HARD CODE VALUES,," 2,858 ",01-Aug-12,"2,612","2,550"," 2,592 ",,11/06/2012,416,6.3169,," 2,627.64 "
HARD CODE VALUES,," 2,857 ",02-Aug-12,"2,612","2,550"," 2,614 ",,12/06/2012,416,6.3292,," 2,632.57 "
HARD CODE VALUES,," 2,856 ",03-Aug-12,"2,594","2,550"," 2,619 ",,13/06/2012,414,6.3271,," 2,620.62 "
HARD CODE VALUES,," 2,853 ",06-Aug-12,"2,594","2,555"," 2,616 ",,14/06/2012,412,6.3191,," 2,606.34 "
HARD CODE VALUES,," 2,852 ",07-Aug-12,"2,600","2,560"," 2,616 ",,15/06/2012,411,6.3089,," 2,594.92 "
HARD CODE VALUES,," 2,851 ",08-Aug-12,"2,600","2,560"," 2,617 ",,18/06/2012,411,6.3005,," 2,591.60 "
HARD CODE VALUES,," 2,850 ",09-Aug-12,"2,598","2,560"," 2,618 ",,19/06/2012,411,6.3016,," 2,592.03 "
HARD CODE VALUES,," 2,849 ",10-Aug-12,"2,598","2,560"," 2,620 ",,20/06/2012,411,6.3004,," 2,591.56 "
HARD CODE VALUES,," 2,846 ",13-Aug-12,"2,602","2,565"," 2,621 ",,21/06/2012,411,6.304,," 2,592.98 "
HARD CODE VALUES,," 2,845 ",14-Aug-12,"2,602","2,565"," 2,620 ",,25/06/2012,411,6.323,," 2,600.49 "
HARD CODE VALUES,," 2,844 ",15-Aug-12,"2,592","2,565"," 2,622 ",,26/06/2012,405,6.3211,," 2,562.76 "
HARD CODE VALUES,," 2,843 ",16-Aug-12,"2,592","2,565"," 2,622 ",,27/06/2012,400,6.3173,," 2,528.02 "
HARD CODE VALUES,," 2,842 ",17-Aug-12,"2,591","2,565"," 2,620 ",,28/06/2012,400,6.319,," 2,528.68 "
HARD CODE VALUES,," 2,839 ",20-Aug-12,"2,594","2,565"," 2,647 ",,29/06/2012,400,6.3249,," 2,530.94 "
HARD CODE VALUES,," 2,838 ",21-Aug-12,"2,583","2,565"," 2,645 ",,02/07/2012,402,6.3146,," 2,538.07 "
HARD CODE VALUES,," 2,837 ",22-Aug-12,"2,561","2,565"," 2,642 ",,03/07/2012,402,6.3178,," 2,539.30 "
HARD CODE VALUES,," 2,836 ",23-Aug-12,"2,561","2,565"," 2,641 ",,04/07/2012,402,6.3121,," 2,537.10 "
HARD CODE VALUES,," 2,835 ",24-Aug-12,"2,563","2,565"," 2,640 ",,05/07/2012,402,6.3193,," 2,539.88 "
HARD CODE VALUES,," 2,832 ",27-Aug-12,"2,568","2,565"," 2,644 ",,06/07/2012,403,6.3249,," 2,549.44 "
HARD CODE VALUES,," 2,831 ",28-Aug-12,"2,568","2,565"," 2,645 ",,09/07/2012,403,6.3249,," 2,549.44 "
HARD CODE VALUES,," 2,830 ",29-Aug-12,"2,567","2,545"," 2,644 ",,10/07/2012,407,6.3195,," 2,569.53 "
HARD CODE VALUES,," 2,829 ",30-Aug-12,"2,566","2,515"," 2,646 ",,11/07/2012,407,6.3209,," 2,570.08 "
HARD CODE VALUES,," 2,828 ",31-Aug-12,"2,566","2,510"," 2,646 ",,12/07/2012,407,6.3215,," 2,570.32 "
HARD CODE VALUES,," 2,825 ",03-Sep-12,"2,566","2,510"," 2,645 ",,13/07/2012,407,6.3247,," 2,571.57 "
HARD CODE VALUES,," 2,824 ",04-Sep-12,"2,560","2,510"," 2,633 ",,16/07/2012,408,6.3208,," 2,577.44 "
HARD CODE VALUES,," 2,823 ",05-Sep-12,"2,560","2,500"," 2,636 ",,17/07/2012,408,6.3167,," 2,575.83 "
HARD CODE VALUES,," 2,822 ",06-Sep-12,"2,555","2,500"," 2,635 ",,18/07/2012,408,6.314,," 2,574.77 "
HARD CODE VALUES,," 2,821 ",07-Sep-12,"2,555","2,500"," 2,630 ",,19/07/2012,407,6.3126,," 2,566.84 "
HARD CODE VALUES,," 2,818 ",10-Sep-12,"2,552","2,500"," 2,628 ",,20/07/2012,407,6.3112,," 2,566.29 "
HARD CODE VALUES,," 2,817 ",11-Sep-12,"2,552","2,500"," 2,629 ",,23/07/2012,405,6.327,," 2,565.06 "
HARD CODE VALUES,," 2,816 ",12-Sep-12,"2,552","2,500"," 2,628 ",,24/07/2012,405,6.3339,," 2,567.75 "
HARD CODE VALUES,," 2,815 ",13-Sep-12,"2,572","2,500"," 2,627 ",,25/07/2012,409,6.3429,," 2,593.52 "
HARD CODE VALUES,," 2,814 ",14-Sep-12,"2,574","2,500"," 2,626 ",,26/07/2012,409,6.3381,," 2,591.63 "
HARD CODE VALUES,," 2,811 ",17-Sep-12,"2,586","2,500"," 2,624 ",,27/07/2012,411,6.3325,," 2,600.55 "
HARD CODE VALUES,," 2,810 ",18-Sep-12,"2,601","2,500"," 2,650 ",,30/07/2012,411,6.3303,," 2,599.68 "
HARD CODE VALUES,," 2,809 ",19-Sep-12,"2,601","2,500"," 2,651 ",,31/07/2012,411,6.332,," 2,600.35 "
HARD CODE VALUES,," 2,808 ",20-Sep-12,"2,601","2,500"," 2,651 ",,01/08/2012,410,6.3305,," 2,592.35 "
HARD CODE VALUES,," 2,807 ",21-Sep-12,"2,598","2,500"," 2,690 ",,02/08/2012,412,6.3392,," 2,614.32 "
HARD CODE VALUES,," 2,804 ",24-Sep-12,"2,592","2,510"," 2,689 ",,03/08/2012,413,6.3421,," 2,619.18 "
HARD CODE VALUES,," 2,803 ",25-Sep-12,"2,610","2,520"," 2,690 ",,06/08/2012,413,6.3353,," 2,616.48 "
HARD CODE VALUES,," 2,802 ",26-Sep-12,"2,610","2,525"," 2,691 ",,07/08/2012,413,6.3332,," 2,615.64 "
HARD CODE VALUES,," 2,801 ",27-Sep-12,"2,610","2,525"," 2,691 ",,08/08/2012,413,6.3378,," 2,617.47 "
HARD CODE VALUES,," 2,800 ",28-Sep-12,"2,616","2,525"," 2,689 ",,09/08/2012,413,6.3387,," 2,617.83 "
HARD CODE VALUES,," 2,790 ",08-Oct-12,"2,616","2,535"," 2,705 ",,10/08/2012,413,6.3447,," 2,620.21 "
HARD CODE VALUES,," 2,789 ",09-Oct-12,"2,623","2,535"," 2,705 ",,13/08/2012,413,6.3456,," 2,620.57 "
HARD CODE VALUES,," 2,788 ",10-Oct-12,"2,623","2,545"," 2,706 ",,14/08/2012,413,6.3443,," 2,620.05 "
HARD CODE VALUES,," 2,787 ",11-Oct-12,"2,618","2,555"," 2,703 ",,15/08/2012,413,6.3482,," 2,621.60 "
HARD CODE VALUES,," 2,786 ",12-Oct-12,"2,618","2,565"," 2,676 ",,16/08/2012,413,6.3495,," 2,622.12 "
HARD CODE VALUES,," 2,783 ",15-Oct-12,"2,617","2,555"," 2,677 ",,17/08/2012,413,6.3449,," 2,620.29 "
HARD CODE VALUES,," 2,782 ",16-Oct-12,"2,622","2,555"," 2,677 ",,20/08/2012,417,6.3478,," 2,647.44 "
HARD CODE VALUES,," 2,781 ",17-Oct-12,"2,622","2,555"," 2,659 ",,21/08/2012,417,6.3418,," 2,645.03 "
HARD CODE VALUES,," 2,780 ",18-Oct-12,"2,615","2,555"," 2,651 ",,22/08/2012,417,6.3348,," 2,642.22 "
HARD CODE VALUES,," 2,779 ",19-Oct-12,"2,615","2,555"," 2,652 ",,23/08/2012,417,6.3316,," 2,640.93 "
HARD CODE VALUES,," 2,776 ",22-Oct-12,"2,615","2,555"," 2,672 ",,24/08/2012,417,6.3305,," 2,640.49 "
HARD CODE VALUES,," 2,775 ",23-Oct-12,"2,615","2,555"," 2,672 ",,27/08/2012,417,6.3392,," 2,643.98 "
HARD CODE VALUES,," 2,774 ",24-Oct-12,"2,626","2,555"," 2,672 ",,28/08/2012,417,6.3411,," 2,644.75 "
HARD CODE VALUES,," 2,773 ",25-Oct-12,"2,637","2,555"," 2,671 ",,29/08/2012,417,6.3391,," 2,643.94 "
HARD CODE VALUES,," 2,772 ",26-Oct-12,"2,633","2,560"," 2,669 ",,30/08/2012,417,6.3435,," 2,645.71 "
HARD CODE VALUES,," 2,769 ",29-Oct-12,"2,633","2,565"," 2,668 ",,31/08/2012,417,6.3449,," 2,646.27 "
HARD CODE VALUES,," 2,768 ",30-Oct-12,"2,625","2,565"," 2,670 ",,03/09/2012,417,6.3415,," 2,644.91 "
